,기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익
1637,포스코인터내셔널,2020,"8,328,038,736,000","5,167,165,003,000","3,160,873,733,000","21,472,386,358,000","474,478,289,000","229,524,209,000"
1638,포스코인터내셔널,2019,"8,959,415,088,000","5,911,354,252,000","3,048,060,836,000","24,422,574,846,000","605,317,746,000","202,398,051,000"
1639,포스코퓨처엠,2021,"3,922,480,303,898","1,484,050,371,607","2,438,429,932,291","1,989,542,181,862","121,675,892,582","133,761,698,843"
1640,포스코퓨처엠,2020,"2,088,053,324,226","1,064,436,010,090","1,023,617,314,136","1,566,235,713,095","60,269,659,752","29,747,509,154"
1641,포스코퓨처엠,2019,"1,730,132,565,095","723,814,621,859","1,006,317,943,236","1,483,769,011,914","89,854,950,156","101,163,401,402"
1642,풀무원,2021,"1,969,372,521,092","1,379,581,562,516","589,790,958,576","2,518,896,106,070","38,513,882,668","304,155,972"
1643,풀무원,2020,"1,693,573,176,270","1,180,634,649,404","512,938,526,866","2,311,199,992,424","45,970,065,885","11,833,778,475"
1644,풀무원,2019,"1,484,556,453,749","1,021,454,494,037","463,101,959,712","2,381,451,203,138","30,570,664,872","-7,535,425,367"
1645,풍산,2021,"3,148,260,459,261","1,462,625,455,417","1,685,635,003,844","3,509,498,278,523","314,125,035,707","243,387,043,769"
1646,풍산,2020,"2,552,025,017,070","1,105,623,742,384","1,446,401,274,686","2,593,636,025,736","121,208,786,517","71,907,050,762"
1647,풍산,2019,"2,562,507,866,141","1,178,693,551,157","1,383,814,314,984","2,451,305,535,330","41,142,663,278","17,625,569,038"
1648,풍산홀딩스,2019,,,,,,
1649,플레이그램,2021,"129,521,137,663","77,794,237,641","51,726,900,022","40,831,807,103","-1,511,144,382","-18,015,508,627"
1650,플레이그램,2020,"69,040,671,433","6,899,406,385","62,141,265,048","34,087,129,996","-2,345,134,885","3,639,877,574"
1651,플레이그램,2019,"42,708,082,818","1,359,385,387","41,348,697,431","8,659,375,269","-1,336,039,044","-3,276,104,129"
1652,하나금융지주,2019,,,,,,
1653,하나제약,2021,"303,497,254,437","51,596,170,881","251,901,083,556","196,406,570,950","36,010,059,531","28,013,835,906"
1654,하나제약,2020,"276,579,303,713","44,197,791,332","232,381,512,381","177,305,504,030","31,675,087,983","14,892,864,952"
1655,하나제약,2019,"263,033,793,707","42,702,232,341","220,331,561,366","166,346,999,036","33,566,579,206","28,303,724,602"
1656,하나투어,2021,"430,595,584,721","372,839,457,346","57,756,127,375","40,258,281,909","-127,293,510,463","-70,446,259,772"
1657,하나투어,2020,"703,260,915,174","577,946,924,234","125,313,990,940","109,571,614,320","-114,866,698,486","-218,571,039,912"
1658,하나투어,2019,"1,007,555,858,340","789,676,410,105","217,879,448,235","614,602,328,130","7,460,033,702","-11,951,851,519"
1659,하이스틸,2021,"259,714,571,728","121,886,837,916","137,827,733,812","226,150,662,388","14,638,314,816","11,512,024,632"
1660,하이스틸,2020,"239,658,334,649","113,613,390,343","126,044,944,306","161,686,462,860","290,643,343","-1,259,003,290"
1661,하이스틸,2019,"234,322,434,139","106,660,480,248","127,661,953,891","214,251,803,457","1,108,836,724","31,538,037"
1662,하이트론씨스템즈,2021,"47,438,063,074","26,722,597,103","20,715,465,971","27,476,053,507","-14,950,614,463","-13,370,991,956"
1663,하이트론씨스템즈,2020,"61,361,479,296","47,002,700,754","14,358,778,542","27,273,277,378","-19,412,562,440","-21,530,596,904"
1664,하이트론씨스템즈,2019,"55,580,995,978","38,483,318,021","17,097,677,957","37,332,727,987","-15,400,137,637","-17,825,443,493"
1665,하이트진로,2021,"3,631,051,439,683","2,537,892,111,011","1,093,159,328,672","2,202,903,850,371","174,111,104,900","71,771,637,523"
1666,하이트진로,2020,"3,297,783,698,841","2,223,505,552,748","1,074,278,146,093","2,256,322,945,848","198,478,557,062","86,628,492,346"
1667,하이트진로,2019,"3,270,859,605,479","2,237,663,548,924","1,033,196,056,555","2,035,063,966,997","88,246,563,619","-42,394,951,310"
1668,하이트진로홀딩스,2019,,,,,,
1669,한국가스공사,2021,"43,669,902,324,183","34,550,566,518,376","9,119,335,805,807","27,520,756,430,324","1,239,699,333,407","964,522,139,121"
1670,한국가스공사,2020,"35,909,774,516,082","28,174,619,094,112","7,735,155,421,970","20,833,721,595,457","898,855,103,216","-160,683,052,530"
1671,한국가스공사,2019,"39,311,854,557,705","31,165,333,774,702","8,146,520,783,003","24,982,639,514,904","1,334,514,162,004","58,269,151,996"
1672,한국공항,2021,"383,887,978,055","93,813,700,658","290,074,277,397","345,532,183,624","-902,546,870","3,251,006,197"
1673,한국공항,2020,"425,353,643,316","152,819,448,414","272,534,194,902","303,207,421,591","-50,579,153,109","-47,459,465,334"
1674,한국공항,2019,"464,725,240,306","141,690,618,625","323,034,621,681","518,450,813,448","23,035,754,160","16,263,109,328"
1675,한국금융지주,2019,,,,,,
1676,한국내화,2021,"357,947,858,446","104,085,579,685","253,862,278,761","271,738,137,334","8,589,133,409","5,684,425,508"
1677,한국내화,2020,"202,829,020,034","58,645,134,405","144,183,885,629","203,694,763,872","5,181,220,846","1,475,766,202"
1678,한국내화,2019,"209,255,063,529","68,784,713,068","140,470,350,461","222,425,584,206","9,293,952,488","4,286,221,933"
1679,한국단자공업,2021,"1,125,163,279,036","282,995,896,952","842,167,382,084","962,228,396,481","76,226,359,858","62,880,355,775"
1680,한국단자공업,2020,"985,178,227,462","220,972,247,805","764,205,979,657","802,497,228,350","78,967,747,809","57,722,621,409"
1681,한국단자공업,2019,"885,601,835,659","175,411,367,767","710,190,467,892","772,133,924,961","33,514,449,978","31,868,435,110"
1682,한국무브넥스,2021,"699,351,929,145","436,752,216,916","262,599,712,229","1,003,927,830,852","26,202,053,084","19,748,626,389"
1683,한국무브넥스,2020,"667,998,510,000","431,038,186,381","236,960,323,619","881,568,285,914","13,774,017,645","11,424,414,939"
1684,한국무브넥스,2019,"652,275,269,935","424,144,042,787","228,131,227,148","954,039,222,999","14,862,153,514","10,919,773,019"
1685,한국석유공업,2021,"342,126,722,607","188,198,135,665","153,928,586,942","628,912,392,131","15,555,452,409","11,251,505,152"
1686,한국석유공업,2020,"316,488,296,609","172,471,833,140","144,016,463,469","484,013,218,472","17,445,000,515","6,351,446,119"
1687,한국석유공업,2019,"292,834,924,073","154,120,763,935","138,714,160,138","485,386,596,735","6,141,381,489","-7,676,789,956"
1688,한국수출포장공업,2021,"331,846,866,963","68,488,033,304","263,358,833,659","319,224,098,800","20,005,644,083","15,859,236,394"
1689,한국수출포장공업,2020,"309,083,508,720","56,511,275,847","252,572,232,873","264,812,665,502","10,883,823,163","8,353,900,712"
1690,한국수출포장공업,2019,"308,084,432,270","60,316,495,628","247,767,936,642","271,561,778,700","19,270,972,723","18,020,495,763"
1691,한국쉘석유,2021,"165,711,579,705","56,156,826,918","109,554,752,787","241,388,074,436","38,045,978,839","29,045,945,812"
1692,한국쉘석유,2020,"148,607,730,718","50,491,876,772","98,115,853,946","200,334,946,945","30,986,415,678","21,010,633,246"
1693,한국쉘석유,2019,"141,114,506,335","43,195,103,685","97,919,402,650","211,845,124,856","25,674,570,820","21,026,586,664"
1694,한국앤컴퍼니,2021,"4,081,229,754,648","345,760,552,275","3,735,469,202,373","963,300,354,498","228,305,200,484","201,000,675,808"
1695,한국앤컴퍼니,2020,"3,792,451,107,167","291,952,509,952","3,500,498,597,215","819,176,121,644","157,757,641,970","147,025,701,886"
1696,한국앤컴퍼니,2019,"3,607,086,237,555","212,953,070,700","3,394,133,166,855","846,889,953,456","171,482,481,912","171,228,457,339"
1697,한국자산신탁,2019,,,,,,
1698,한국전력공사,2021,"211,108,870,000,000","145,797,021,000,000","65,311,849,000,000","60,574,819,000,000","-5,860,143,000,000","-5,229,225,000,000"
1699,한국전력공사,2020,"203,142,111,000,000","132,475,265,000,000","70,666,846,000,000","58,569,314,000,000","4,086,275,000,000","2,092,469,000,000"
1700,한국전력공사,2019,"197,597,792,000,000","128,708,143,000,000","68,889,649,000,000","59,172,890,000,000","-1,276,521,000,000","-2,263,535,000,000"
1701,한국전자홀딩스,2021,"463,627,852,404","153,728,383,077","309,899,469,327","331,176,392,129","38,507,381,292","29,177,553,677"
1702,한국전자홀딩스,2020,"412,243,672,684","204,746,693,419","207,496,979,265","221,480,449,265","-195,791,683","-34,799,537,719"
1703,한국전자홀딩스,2019,"389,933,341,083","147,646,969,359","242,286,371,724","217,023,309,727","-12,104,565,637","-23,794,401,213"
1704,한국제지,2019,,,,,,
1705,한국종합기술,2021,"339,419,339,331","197,119,259,846","142,300,079,485","268,251,760,974","7,156,139,977","11,038,212,871"
1706,한국종합기술,2020,"332,119,486,789","194,606,581,902","137,512,904,887","288,230,157,133","4,589,794,846","6,471,278,808"
1707,한국종합기술,2019,"299,804,232,406","184,523,702,319","115,280,530,087","218,943,295,362","-1,615,330,549","-1,270,615,589"
1708,한국주강,2021,"50,194,779,569","22,132,881,731","28,061,897,838","45,309,649,950","-595,422,692","-1,818,818,687"
1709,한국주강,2020,"46,460,626,063","16,447,220,094","30,013,405,969","33,885,845,079","-128,366,275","-1,332,761,454"
1710,한국주강,2019,"48,507,645,594","16,295,372,676","32,212,272,918","36,271,401,954","-4,903,330,005","-13,564,455,582"
1711,한국주철관공업,2021,"423,089,951,776","76,191,124,416","346,898,827,360","510,185,095,507","48,569,477,615","65,898,905,421"
1712,한국주철관공업,2020,"357,526,156,760","73,142,233,123","284,383,923,637","328,288,630,355","11,342,786,661","10,236,924,151"
1713,한국주철관공업,2019,"356,691,626,729","78,565,328,643","278,126,298,086","437,227,919,815","15,568,323,397","14,017,081,031"
1714,한국철강,2021,"908,707,497,640","186,519,007,034","722,188,490,606","886,650,133,446","103,286,644,200","97,251,554,504"
1715,한국철강,2020,"868,775,457,581","171,944,787,065","696,830,670,516","633,382,163,909","35,114,026,401","-8,461,145,003"
1716,한국철강,2019,"873,216,580,016","148,280,031,086","724,936,548,930","719,102,310,725","12,213,089,857","19,084,151,579"
1717,한국카본,2021,"498,355,905,299","109,356,563,548","388,999,341,751","367,827,134,273","32,732,355,547","14,348,609,838"
1718,한국카본,2020,"478,319,470,904","97,788,638,535","380,530,832,369","411,665,264,149","75,727,689,500","57,379,486,137"
1719,한국카본,2019,"397,589,485,374","84,870,941,179","312,718,544,195","273,402,502,535","25,286,667,254","17,701,679,655"
1720,한국콜마,2021,"2,606,037,352,397","1,246,477,583,481","1,359,559,768,916","1,586,332,710,248","84,267,552,991","43,534,832,905"
1721,한국콜마,2020,"2,489,599,417,108","1,490,357,399,614","999,242,017,494","1,322,081,317,656","121,679,126,846","160,566,240,905"
1722,한국콜마,2019,"2,400,309,459,227","1,552,436,552,292","847,872,906,935","1,378,886,357,566","99,832,225,451","33,637,990,905"
1723,한국콜마홀딩스,2021,"1,209,726,177,916","355,074,425,236","854,651,752,680","674,006,002,125","88,372,029,876","58,643,455,893"
1724,한국콜마홀딩스,2020,"1,218,505,783,282","430,896,726,821","787,609,056,461","675,480,246,344","157,504,827,481","155,093,196,201"
1725,한국콜마홀딩스,2019,"1,091,947,071,919","491,312,220,825","600,634,851,094","499,538,615,091","81,886,084,099","71,102,019,210"
1726,한국타이어앤테크놀로지,2021,"11,703,918,122,819","3,498,782,297,830","8,205,135,824,989","7,141,136,827,775","642,192,906,442","604,335,535,937"
1727,한국타이어앤테크놀로지,2020,"10,658,547,888,637","3,246,400,366,409","7,412,147,522,228","6,453,071,785,362","628,270,555,481","385,205,382,320"
1728,한국타이어앤테크놀로지,2019,"10,164,607,903,070","2,977,390,789,500","7,187,217,113,570","6,883,268,577,435","543,964,831,621","429,614,534,254"
1729,한국토지신탁,2019,,,,,,
1730,한국특강,2021,"458,713,983,250","316,723,246,212","141,990,737,038","691,525,199,712","40,011,466,223","36,783,792,499"
1731,한국특강,2020,"352,334,774,768","250,943,536,546","101,391,238,222","415,313,516,853","7,281,699,801","3,615,977,205"
1732,한국특강,2019,"317,480,348,904","246,071,396,778","71,408,952,126","390,966,862,030","-7,421,460,214","-21,521,331,258"
1733,한국항공우주,2021,"5,855,223,992,714","4,557,779,985,276","1,297,444,007,438","2,562,283,675,152","58,259,436,460","53,272,528,569"
1734,한국항공우주,2020,"5,159,070,657,348","3,924,790,737,693","1,234,279,919,655","2,825,136,012,824","139,524,243,361","72,313,949,881"
1735,한국항공우주,2019,"4,367,135,608,525","3,183,974,946,284","1,183,160,662,241","3,110,157,574,663","275,564,427,840","168,292,166,221"
1736,한국화장품,2021,"48,508,445,747","26,536,427,499","21,972,018,248","66,965,810,085","-3,193,220,979","-7,281,617,879"
1737,한국화장품,2020,"75,378,061,752","45,859,374,905","29,518,686,847","72,498,592,505","-16,993,356,942","-7,653,392,096"
1738,한국화장품,2019,"81,307,960,199","46,114,503,703","35,193,456,496","131,196,339,327","-17,394,170,012","-17,224,383,050"
1739,한국화장품제조,2021,"76,545,671,097","33,557,251,976","42,988,419,121","67,809,682,461","-771,314,063","-1,201,698,631"
1740,한국화장품제조,2020,"77,657,827,819","33,387,006,219","44,270,821,600","61,990,281,674","-2,178,203,055","-4,021,881,006"
1741,한국화장품제조,2019,"84,182,716,932","36,155,653,713","48,027,063,219","76,491,978,149","1,308,986,208","-1,488,200,409"
1742,한농화성,2021,"216,969,690,984","69,259,917,547","147,709,773,437","268,796,630,490","19,543,792,841","19,695,591,321"
1743,한농화성,2020,"171,371,035,394","40,522,139,562","130,848,895,832","208,254,761,984","13,749,903,560","12,986,053,113"
1744,한농화성,2019,"163,356,457,912","43,082,691,043","120,273,766,869","204,694,662,843","11,950,439,712","9,978,317,171"
1745,한독,2019,,,,,,
1746,한미글로벌,2019,,,,,,
1747,한미반도체,2021,"429,285,683,427","82,473,641,150","346,812,042,277","373,169,401,913","122,419,465,500","104,438,304,265"
1748,한미반도체,2020,"326,966,868,038","69,876,325,235","257,090,542,803","257,385,897,660","66,649,466,315","50,131,485,364"
1749,한미반도체,2019,"257,474,681,329","37,769,479,525","219,705,201,804","120,377,520,384","13,725,362,614","19,262,572,161"
1750,한미사이언스,2021,"949,894,435,974","259,599,611,967","690,294,824,007","950,164,817,343","58,852,290,702","42,939,923,264"
1751,한미사이언스,2020,"923,219,549,324","264,485,903,238","658,733,646,086","857,383,419,139","32,502,305,256","22,596,604,093"
1752,한미사이언스,2019,"910,832,376,933","265,145,244,742","645,687,132,191","816,618,823,610","37,986,177,391","30,742,878,636"
1753,한미약품,2021,"1,936,728,687,294","1,008,469,278,529","928,259,408,765","1,203,185,652,812","125,415,874,751","81,478,223,722"
1754,한미약품,2020,"1,882,026,593,387","1,050,137,118,495","831,889,474,892","1,075,853,605,008","48,976,342,021","17,289,714,876"
1755,한미약품,2019,"1,913,706,257,532","1,091,444,832,633","822,261,424,899","1,113,649,783,994","103,877,846,130","63,867,247,550"
1756,한샘,2021,"1,246,352,553,431","624,662,475,163","621,690,078,268","2,231,220,949,302","69,264,260,432","57,218,186,850"
1757,한샘,2020,"1,229,509,761,188","600,608,098,242","628,901,662,946","2,067,468,662,697","93,106,900,590","66,840,591,853"
1758,한샘,2019,"1,202,637,976,603","589,338,707,132","613,299,269,471","1,698,372,284,996","55,771,809,993","42,714,881,895"
1759,한섬,2021,"1,557,084,757,896","316,664,864,164",,"1,387,401,660,671","152,192,853,992","111,523,596,684"
1760,한섬,2020,"1,438,544,149,461","312,511,906,022",,"1,195,899,640,313","102,052,974,543","84,888,784,490"
1761,한섬,2019,"1,323,644,544,934","278,090,262,447",,"1,259,801,685,199","106,549,798,864","85,260,969,635"
1762,한성기업,2019,,,,,,
1763,한세실업,2021,"1,216,241,000,843","751,823,859,857","464,417,140,986","1,671,997,051,772","106,694,162,989","67,340,655,868"
1764,한세실업,2020,"1,021,055,617,765","599,703,859,286","421,351,758,479","1,698,262,209,445","64,864,260,293","25,826,803,573"
1765,한세실업,2019,"1,179,455,696,933","724,452,009,761","455,003,687,172","1,614,959,136,217","84,888,528,510","-17,267,716,614"
1766,한세엠케이,2021,"129,057,654,156","82,126,553,947","46,931,100,209","207,665,255,591","-12,087,443,066","-30,982,030,827"
1767,한세엠케이,2020,"149,681,758,411","71,842,627,238","77,839,131,173","220,214,372,262","-18,861,876,976","-23,006,381,384"
1768,한세엠케이,2019,"184,743,385,903","84,143,176,844","100,600,209,059","307,486,037,849","-23,884,332,522","-43,779,306,651"
1769,한세예스24홀딩스,2021,"2,241,273,059,610","1,291,920,827,286","949,352,232,324","2,798,895,736,344","134,681,974,504","75,870,159,104"
1770,한세예스24홀딩스,2020,"1,840,012,735,335","1,094,228,155,664","745,784,579,671","2,797,947,074,453","81,651,030,400","70,484,031,570"
1771,한세예스24홀딩스,2019,"1,731,430,277,344","1,135,524,402,237","595,905,875,107","2,736,673,074,979","97,998,490,723","3,148,382,891"
1772,한솔로지스틱스,2021,"266,627,757,518","188,039,086,103","78,588,671,415","747,044,113,682","30,304,814,315","23,492,497,187"
1773,한솔로지스틱스,2020,"195,971,591,246","141,321,704,384","54,649,886,862","509,613,333,363","13,076,633,836","8,688,690,534"
1774,한솔로지스틱스,2019,"166,754,678,756","119,699,483,929","47,055,194,827","460,730,203,265","9,519,510,274","5,908,752,720"
1775,한솔제지,2021,"1,887,832,972,302","1,208,499,790,521","679,333,181,781","1,834,223,977,012","60,727,652,921","13,675,492,737"
1776,한솔제지,2020,"1,740,434,461,448","1,105,571,982,972","634,862,478,476","1,509,871,173,052","94,561,342,525","59,268,596,924"
1777,한솔제지,2019,"1,743,277,584,645","1,131,203,161,349","612,074,423,296","1,679,131,140,360","95,958,210,793","40,023,860,413"
1778,한솔케미칼,2021,"1,197,174,769,029","429,305,067,616","767,869,701,413","768,688,180,555","197,684,583,161","158,670,881,601"
1779,한솔케미칼,2020,"999,200,501,892","376,929,963,896","622,270,537,996","619,277,678,729","151,933,828,832","130,080,716,068"
1780,한솔케미칼,2019,"939,194,150,931","418,640,472,803","520,553,678,128","544,307,363,674","111,153,549,117","91,031,209,690"
1781,한솔테크닉스,2021,"788,670,352,792","510,394,100,444","278,276,252,348","1,490,620,987,769","-4,255,870,192","-9,345,850,145"
1782,한솔테크닉스,2020,"591,392,385,114","312,289,415,215","279,102,969,899","1,194,892,147,184","32,460,187,655","26,185,818,033"
1783,한솔테크닉스,2019,"495,324,316,163","233,482,051,643","261,842,264,520","972,243,351,972","25,466,383,367","6,443,823,613"
1784,한솔피엔에스,2021,"109,710,673,301","59,666,914,830","50,043,758,471","262,943,327,014","4,551,324,744","3,603,360,985"
1785,한솔피엔에스,2020,"107,126,396,285","63,470,511,316","43,655,884,969","244,823,923,241","3,891,210,459","2,951,895,324"
1786,한솔피엔에스,2019,"103,412,316,177","62,354,387,703","41,057,928,474","233,891,947,960","3,983,302,577","3,156,354,536"
1787,한솔홀딩스,2021,"653,696,785,000","104,432,487,000","549,264,298,000","413,644,137,000","18,378,267,000","23,608,616,000"
1788,한솔홀딩스,2020,"627,140,216,000","100,666,386,000","526,473,830,000","359,481,882,000","12,456,630,000","72,651,848,000"
1789,한솔홀딩스,2019,"666,384,880,000","210,254,480,000","456,130,400,000","346,301,325,000","14,799,625,000","26,288,616,000"
1790,한솔홈데코,2021,"314,661,261,530","154,814,151,821","159,847,109,709","263,249,688,066","8,619,101,420","5,460,163,773"
1791,한솔홈데코,2020,"294,990,295,620","140,448,640,700","154,541,654,920","253,213,401,842","2,739,139,768","586,544,188"
1792,한솔홈데코,2019,"295,749,540,222","141,583,076,109","154,166,464,113","263,886,366,616","-1,840,086,136","-4,557,550,972"
1793,한신공영,2021,"2,119,949,126,309","1,442,187,010,014","677,762,116,295","1,311,144,762,227","44,647,806,717","44,654,631,308"
1794,한신공영,2020,"1,734,262,275,066","1,113,458,344,917","620,803,930,149","1,556,870,961,770","119,942,232,673","105,364,540,933"
1795,한신공영,2019,"1,650,955,869,341","1,137,165,744,150","513,790,125,191","1,623,287,681,238","124,540,495,856","72,069,234,706"
1796,한신기계공업,2021,"101,149,022,157","15,086,453,977","86,062,568,180","54,365,248,586","5,160,637,787","4,087,463,832"
1797,한신기계공업,2020,"95,212,694,305","12,873,520,273","82,339,174,032","51,636,393,234","3,875,105,145","3,460,528,542"
1798,한신기계공업,2019,"93,965,863,835","12,986,088,042","80,979,775,793","52,754,945,336","2,169,590,631","1,615,228,822"
1799,한양증권,2019,,,,,,
1800,한온시스템,2021,"8,233,732,861,760","5,757,074,853,164","2,476,658,008,596","7,351,423,825,664","325,771,299,303","310,725,205,709"
1801,한온시스템,2020,"7,807,411,034,423","5,567,975,657,008","2,239,435,377,415","6,872,832,576,671","315,800,267,517","113,459,524,772"
1802,한온시스템,2019,"7,082,369,012,654","4,744,866,815,510","2,337,502,197,144","7,154,152,588,581","483,810,436,699","322,613,422,517"
1803,한올바이오파마,2021,"198,477,805,328","34,985,661,619","163,492,143,709","101,594,443,691","10,099,118,837","8,896,137,176"
1804,한올바이오파마,2020,"220,132,430,899","38,858,947,934","181,273,482,965","88,602,270,090","5,935,188,193","19,764,498,918"
1805,한올바이오파마,2019,"191,383,402,868","50,965,912,355","140,417,490,513","108,452,042,397","17,089,604,759","19,174,349,790"
1806,한익스프레스,2021,"374,774,839,505","301,259,496,387","73,515,343,118","776,251,564,129","5,713,461,856","3,915,122,397"
1807,한익스프레스,2020,"301,687,969,270","233,096,247,589","68,591,721,681","615,258,839,122","10,659,805,644","-1,905,833,208"
1808,한익스프레스,2019,"275,847,243,506","203,919,184,073","71,439,643,810","577,355,359,006","11,090,583,449","5,079,130,511"
1809,한일시멘트,2021,"2,370,327,907,448","911,950,414,994","1,458,377,492,454","1,271,853,626,333","120,397,431,466","86,015,249,051"
1810,한일시멘트,2020,"2,399,662,741,644","1,041,417,958,221","1,358,244,783,423","974,285,351,872","132,795,563,215","99,984,084,719"
1811,한일시멘트,2019,"1,383,564,299,938","496,505,082,339","887,059,217,599","946,190,601,817","58,950,272,407","40,504,818,424"
1812,한일철강,2019,,,,,,
1813,한일현대시멘트,2021,"596,793,705,254","272,590,216,437","324,203,488,817","396,983,547,194","35,949,198,370","40,385,273,803"
1814,한일현대시멘트,2020,"562,929,272,004","307,055,132,709","255,874,139,295","334,267,703,511","57,126,991,470","62,782,323,502"
1815,한일현대시멘트,2019,"560,204,794,145","355,590,468,482","204,614,325,663","384,112,775,417","35,223,407,456","41,318,305,873"
1816,한일홀딩스,2021,"3,263,832,353,401","1,333,699,702,388","1,930,132,651,013","1,767,046,301,007","130,788,787,439","91,582,087,557"
1817,한일홀딩스,2020,"3,320,136,775,690","1,496,737,897,518","1,823,398,878,172","1,533,374,307,264","157,057,559,689","108,496,278,913"
1818,한일홀딩스,2019,"3,300,043,274,787","1,557,596,072,126","1,742,447,202,661","1,651,806,631,552","83,622,939,392","49,230,379,214"
1819,한전KPS,2021,"1,426,920,122,047","314,925,081,583","1,111,995,040,464","1,380,553,428,993","123,989,281,498","98,680,314,610"
1820,한전KPS,2020,"1,349,869,091,450","298,187,344,931","1,051,681,746,519","1,303,201,766,114","135,401,954,143","87,058,311,859"
1821,한전KPS,2019,"1,359,433,324,644","296,015,246,267","1,063,418,078,377","1,246,949,702,480","193,939,463,944","153,331,330,778"
1822,한전기술,2021,"705,509,290,986","192,058,364,105","513,450,926,881","433,126,639,421","10,127,722,672","16,452,462,020"
1823,한전기술,2020,"700,291,402,115","201,216,889,493","499,074,512,622","431,722,625,741","29,571,387,151","20,160,083,357"
1824,한전기술,2019,"735,206,870,620","242,994,111,188","492,212,759,432","448,634,709,421","44,068,928,795","26,397,847,129"
1825,한전산업,2021,"163,320,479,666","78,116,901,515","85,203,578,151","321,065,449,338","17,515,390,232","8,559,250,123"
1826,한전산업,2020,"163,588,747,240","80,406,633,617","83,182,113,623","329,309,886,906","19,034,399,384","13,472,556,736"
1827,한전산업,2019,"166,748,912,029","81,365,060,802","85,383,851,227","289,566,644,499","21,041,396,896","16,856,921,299"
1828,한진,2019,,,,,,
1829,한진중공업홀딩스,2021,"1,837,801,000,000","1,489,201,000,000","348,600,000,000","888,034,000,000","44,589,000,000","-7,510,000,000"
1830,한진중공업홀딩스,2020,"1,837,185,000,000","1,480,600,000,000","356,585,000,000","795,207,000,000","50,389,000,000","-3,605,000,000"
1831,한진중공업홀딩스,2019,"1,860,663,000,000","1,500,188,000,000","360,475,000,000","877,642,000,000","38,422,000,000","30,355,000,000"
1832,한진칼,2021,"3,754,742,183,026","1,930,524,163,632","1,824,218,019,394","395,278,013,105","-195,175,723,509","-35,695,759,409"
1833,한진칼,2020,"3,488,569,253,234","1,824,304,096,307","1,664,265,156,927","408,827,146,481","-221,140,549,162","-341,532,739,427"
1834,한진칼,2019,"2,693,659,191,237","1,272,981,765,136","1,420,677,426,101","1,203,497,716,660","-3,881,273,804","-260,570,998,880"
1835,한창,2019,,,,,,
1836,한창제지,2021,"248,597,574,228","140,052,513,951","108,545,060,277","182,209,638,870","17,762,577,766","15,021,665,983"
1837,한창제지,2020,"181,081,553,603","86,371,983,476","94,709,570,127","171,478,302,287","17,247,280,915","10,589,706,862"
1838,한창제지,2019,"171,963,791,952","86,019,806,820","85,943,985,132","181,407,722,252","10,850,046,779","7,375,908,389"
1839,한화,2021,"202,366,402,000,000","181,319,145,000,000","21,047,257,000,000","52,836,069,000,000","2,927,888,000,000","2,162,057,000,000"
1840,한화,2020,"191,178,338,000,000","173,460,629,000,000","17,717,709,000,000","50,926,451,000,000","1,549,002,000,000","707,536,000,000"
1841,한화,2019,"182,286,178,000,000","164,778,731,000,000","17,507,447,000,000","50,412,399,000,000","103,388,000,000","-525,470,000,000"
1842,한화생명,2019,,,,,,
1843,한화손해보험,2019,,,,,,
1844,한화솔루션,2021,"20,007,572,194,182","11,806,325,074,949","8,201,247,119,233","10,725,192,384,822","738,347,655,292","616,328,220,396"
1845,한화솔루션,2020,"15,137,319,821,657","9,169,604,331,158","5,967,715,490,499","9,195,008,128,360","594,183,118,076","301,722,374,169"
1846,한화솔루션,2019,"15,681,128,868,341","9,875,281,658,412","5,805,847,209,929","9,457,389,997,298","459,151,320,504","-248,864,999,187"
1847,한화에어로스페이스,2021,"11,045,830,630,560","7,114,272,103,768","3,931,558,526,792","6,415,087,932,347","383,046,885,903","301,762,016,281"
1848,한화에어로스페이스,2020,"9,464,815,678,256","6,475,090,147,420","2,989,725,530,836","5,321,444,270,673","243,947,058,546","164,739,761,653"
1849,한화에어로스페이스,2019,"8,708,410,720,271","5,853,055,428,024","2,855,355,292,247","5,264,114,375,095","165,225,934,743","162,427,318,272"
1850,한화오션,2021,"10,623,209,555,073","8,405,626,102,183","2,217,583,452,890","4,486,585,681,366","-1,754,651,375,507","-1,699,829,429,734"
1851,한화오션,2020,"10,320,774,853,795","6,451,804,192,841","3,868,970,660,954","7,030,175,197,162","153,437,091,215","86,572,614,374"
1852,한화오션,2019,"11,276,078,800,189","7,521,182,251,648","3,754,896,548,541","8,358,744,818,823","292,760,934,105","-46,485,191,069"
1853,한화투자증권,2019,,,,,,
1854,해성디에스,2021,"474,947,833,310","180,632,904,766","294,314,928,544","655,373,012,865","86,329,952,850","71,051,643,499"
1855,해성디에스,2020,"383,211,976,358","151,373,191,556","231,838,784,802","458,746,167,572","43,519,674,567","29,989,719,980"
1856,해성디에스,2019,"326,587,242,970","118,049,126,102","208,538,116,868","381,400,317,567","27,024,997,834","18,231,057,672"
1857,해태제과식품,2021,"654,856,443,051","395,102,131,054","259,754,311,997","567,703,451,336","26,022,114,822","-307,380,904"
1858,해태제과식품,2020,"621,172,370,379","357,456,830,445","263,715,539,934","563,935,121,095","33,888,094,701","27,516,351,576"
1859,해태제과식품,2019,"756,850,481,301","512,734,563,496","244,115,917,805","539,271,774,166","27,819,423,911","-34,681,988,078"
