,기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익
409,광명전기,2019,"156,712,705,142","51,313,844,678","105,398,860,464","131,864,294,017","8,097,207,597","7,118,200,306"
410,광전자,2021,"238,961,555,432","28,253,535,695","210,708,019,737","173,773,675,132","6,916,463,299","10,469,916,074"
411,광전자,2020,"243,369,782,680","42,098,516,463","201,271,266,217","150,172,566,811","-7,841,404,443","-16,332,831,610"
412,광전자,2019,"260,279,874,598","37,863,786,811","222,416,087,787","166,182,499,009","-1,452,777,949","3,363,537,797"
413,광주신세계,2021,"852,280,199,476","106,474,734,847","745,805,464,629","169,971,621,252","60,594,383,832","52,393,410,923"
414,광주신세계,2020,"784,428,251,334","86,160,348,611","698,267,902,723","147,508,454,276","48,310,490,337","43,159,504,446"
415,광주신세계,2019,"752,423,111,011","91,233,250,480","661,189,860,531","154,879,495,810","55,102,644,644","47,668,959,130"
416,교보증권,2019,,,,,,
417,국도화학,2021,"1,416,366,191,782","601,421,179,530","814,945,012,252","1,577,111,746,723","204,707,042,943","157,086,037,851"
418,국도화학,2020,"930,557,566,476","378,314,967,567","552,242,598,909","1,132,659,694,859","46,017,285,546","30,768,934,687"
419,국도화학,2019,"905,420,095,055","370,921,230,502","534,498,864,553","1,121,448,682,521","42,109,678,731","35,541,390,155"
420,국동,2021,"168,474,550,907","66,109,970,105","102,364,580,802","226,961,774,057","-3,587,448,466","-7,948,938,059"
421,국동,2020,"180,700,681,914","96,865,598,332","83,835,083,582","253,421,044,030","26,588,642,518","10,672,756,379"
422,국동,2019,"133,723,726,191","68,242,500,009","65,481,226,182","223,077,182,701","-4,249,136,327","-4,523,376,158"
423,국보,2019,,,,,,
424,국제약품,2021,"139,783,046,684","71,195,237,941","68,587,808,743","119,745,568,736","-1,675,903,581","-1,555,791,280"
425,국제약품,2020,"145,625,551,890","75,126,688,033","70,498,863,857","130,394,720,787","6,041,374,040","2,194,568,946"
426,국제약품,2019,"134,593,614,097","73,639,660,970","60,953,953,127","111,121,601,008","5,570,756,961","-4,761,811,946"
427,그린케미칼,2021,"211,689,251,240","88,296,552,358","123,392,698,882","286,224,270,189","20,850,251,543","15,928,806,384"
428,그린케미칼,2020,"176,839,792,647","63,603,656,000","113,236,136,647","242,398,001,117","14,708,305,934","10,340,154,230"
429,그린케미칼,2019,"186,816,236,262","78,322,382,464","108,493,853,798","231,874,452,551","7,810,600,139","5,580,405,806"
430,극동유화,2021,"321,935,348,473","139,852,066,541","182,083,281,932","964,831,742,550","20,485,805,841","11,007,701,446"
431,극동유화,2020,"292,655,447,721","119,909,003,270","172,746,444,451","622,861,174,912","14,308,599,806","7,172,430,393"
432,극동유화,2019,"289,929,212,225","120,646,493,275","169,282,718,950","795,562,280,829","16,654,511,338","14,202,848,272"
433,금강공업,2021,"868,658,748,310","481,987,958,589","386,670,789,721","570,535,532,536","25,916,332,127","22,029,790,838"
434,금강공업,2020,"779,160,209,350","425,894,778,424","353,265,430,926","501,933,307,880","-1,457,088,714","2,298,102,140"
435,금강공업,2019,"834,006,206,201","488,064,598,165","345,941,608,036","549,727,641,624","2,619,754,066","-4,951,773,770"
436,금비,2021,"337,872,961,433","176,002,340,792","161,870,620,641","228,581,174,447","9,896,690,530","5,165,946,247"
437,금비,2020,"333,972,461,086","176,524,804,360","157,447,656,726","219,258,395,356","6,636,991,680","-3,617,827,352"
438,금비,2019,"260,180,107,120","96,636,403,237","163,543,703,883","201,404,467,525","12,430,194,557","10,620,898,553"
439,금양,2021,"314,832,084,702","197,424,609,095","117,407,475,607","217,719,113,621","12,135,981,942","13,332,209,382"
440,금양,2020,"219,851,714,051","140,057,910,631","79,793,803,420","176,169,811,092","6,006,943,032","-3,962,270,109"
441,금양,2019,"224,222,540,377","155,935,476,796","68,287,063,581","172,723,863,687","9,211,214,568","-10,903,987,298"
442,금호건설,2019,,,,,,
443,금호석유화학,2021,"8,115,674,806,919","3,032,766,421,565","5,082,908,385,354","8,461,841,500,290","2,406,835,526,956","1,965,576,708,770"
444,금호석유화학,2020,"5,027,282,217,052","1,878,048,584,068","3,149,233,632,984","4,809,535,907,763","742,159,982,879","582,982,310,651"
445,금호석유화학,2019,"4,538,042,397,798","1,908,470,889,402","2,629,571,508,396","4,961,472,533,742","365,369,653,508","294,696,728,256"
446,금호에이치티,2021,"458,795,624,447","107,985,909,519","350,809,714,928","233,985,567,170","6,526,228,290","-17,808,249,426"
447,금호에이치티,2020,"344,298,588,585","121,158,723,361","223,139,865,224","219,632,557,451","-4,710,923,925","-9,813,210,792"
448,금호에이치티,2019,"322,078,193,091","149,447,504,062","172,630,689,029","251,095,061,695","4,059,147,568","-75,222,682"
449,금호전기,2021,"83,849,543,774","65,486,927,043","18,362,616,731","41,640,597,680","-8,559,664,657","-9,883,907,411"
450,금호전기,2020,"67,783,031,106","63,542,468,865","4,240,562,241","45,002,237,743","-6,423,342,717","-24,340,513,842"
451,금호전기,2019,"73,092,108,652","56,239,928,874","16,852,179,778","59,215,256,722","-3,311,686,948","-33,237,745,519"
452,금호타이어,2021,"4,342,205,985,504","3,060,638,117,114","1,281,567,868,390","2,601,223,215,947","-41,517,840,259","-71,850,672,717"
453,금호타이어,2020,"3,846,201,934,226","2,678,607,274,211","1,167,594,660,015","2,170,677,305,382","-4,470,777,645","-82,939,299,960"
454,금호타이어,2019,"3,929,463,543,364","2,636,829,376,191","1,292,634,167,173","2,369,198,863,879","57,395,517,440","-43,403,023,052"
455,기신정기,2021,"259,583,134,119","15,480,427,091","244,102,707,028","128,459,666,433","11,356,562,672","9,775,236,517"
456,기신정기,2020,"251,675,969,698","14,432,033,972","237,243,935,726","124,649,549,539","9,258,706,682","8,687,792,835"
457,기신정기,2019,"245,756,156,505","12,113,428,004","233,642,728,501","118,992,210,077","10,287,284,087","15,063,122,956"
458,기아,2019,,,,,,
459,기업은행,2019,,,,,,
460,까뮤이앤씨,2021,"195,058,432,986","96,246,050,328","98,812,382,658","163,686,602,054","-3,010,985,732","-3,016,566,535"
461,까뮤이앤씨,2020,"166,218,113,728","83,452,574,818","82,765,538,910","161,728,917,824","2,818,116,436","9,202,738,387"
462,까뮤이앤씨,2019,"168,876,167,146","97,944,104,712","70,932,062,434","283,420,654,857","14,845,481,231","13,494,869,179"
463,깨끗한나라,2021,"598,691,300,314","369,204,768,817","229,486,531,497","578,743,925,043","13,044,857,715","8,362,663,525"
464,깨끗한나라,2020,"563,050,290,343","346,240,603,760","216,809,686,583","591,566,240,710","52,062,528,035","38,291,329,441"
465,깨끗한나라,2019,"538,264,108,142","375,819,774,094","162,444,334,048","594,158,566,684","5,148,279,067","-11,786,429,608"
466,남광토건,2021,"273,978,348,947","186,233,104,756","87,745,244,191","356,740,019,691","20,804,647,592","21,679,416,652"
467,남광토건,2020,"204,018,820,097","137,716,864,160","66,301,955,937","237,961,500,135","15,215,334,844","13,761,610,897"
468,남광토건,2019,"202,566,664,735","149,693,738,887","52,872,925,848","236,179,654,398","4,821,012,248","3,863,897,049"
469,남선알미늄,2021,"355,238,354,994","119,307,587,177","235,930,767,817","230,343,536,592","-6,912,235,686","41,688,591,681"
470,남선알미늄,2020,"295,152,803,875","105,608,245,595","189,544,558,280","268,474,785,986","-1,515,275,872","10,538,669,029"
471,남선알미늄,2019,"295,529,661,298","116,429,406,807","179,100,254,491","324,782,176,767","11,578,882,722","14,479,408,996"
472,남성,2019,,,,,,
473,남양유업,2021,"937,403,118,931","124,442,409,140","812,960,709,791","956,084,029,872","-77,853,692,930","-58,891,078,360"
474,남양유업,2020,"1,001,076,160,250","127,850,493,773","873,225,666,477","948,926,410,855","-76,734,303,250","-52,752,077,353"
475,남양유업,2019,"1,056,364,684,667","144,126,147,430","912,238,537,237","1,030,826,756,797","417,350,470","29,231,215,701"
476,남해화학,2021,"719,110,524,869","247,508,235,172","471,602,289,697","1,451,884,407,283","20,481,749,724",
477,남해화학,2020,"589,444,547,288","136,525,967,184","452,918,580,104","1,009,845,248,219","26,391,593,903",
478,남해화학,2019,"581,138,671,065","147,178,509,592","433,960,161,473","1,187,201,230,766","15,330,702,542",
479,넥센,2019,,,,,,
480,넥센타이어,2021,"3,823,413,438,265","2,223,486,295,878","1,599,927,142,387","2,079,407,029,590","4,391,879,556","4,634,237,831"
481,넥센타이어,2020,"3,541,080,327,475","1,994,128,000,388","1,546,952,327,087","1,698,127,805,403","39,424,863,808","-16,596,314,016"
482,넥센타이어,2019,"3,436,052,113,324","1,878,147,339,719","1,557,904,773,605","2,022,338,188,665","207,367,359,906","118,452,091,045"
483,넷마블,2019,,,,,,
484,노루페인트,2021,"670,646,933,870","325,655,494,532","344,991,439,338","730,931,676,422","25,525,165,411","14,445,731,072"
485,노루페인트,2020,"666,659,131,046","332,796,974,902","333,862,156,144","642,935,196,688","32,297,042,658","17,981,478,714"
486,노루페인트,2019,"627,342,505,016","304,973,893,909","322,368,611,107","647,452,120,189","29,162,610,260","18,899,752,918"
487,노루홀딩스,2021,"1,055,537,182,156","472,000,054,543","583,537,127,613","955,214,023,609","26,659,685,696","10,707,789,673"
488,노루홀딩스,2020,"1,051,083,864,532","473,115,066,063","577,968,798,469","848,027,490,769","35,782,037,373","29,097,478,022"
489,노루홀딩스,2019,"1,007,372,302,316","439,906,012,914","567,466,289,402","884,292,309,439","25,013,196,740","19,914,490,475"
490,녹십자,2021,"2,462,144,732,200","962,387,714,561","1,499,757,017,639","1,537,825,750,251","73,661,620,779","136,949,879,241"
491,녹십자,2020,"2,151,399,593,550","882,093,850,046","1,269,305,743,504","1,504,115,278,649","50,252,525,869","89,270,741,454"
492,녹십자,2019,"1,959,299,527,595","775,222,802,774","1,184,076,724,821","1,357,117,265,367","41,681,571,094","-11,287,400,054"
493,녹십자홀딩스,2021,"3,496,833,926,967","1,586,104,973,262","1,910,728,953,705","1,840,558,602,978","86,244,224,819",
494,녹십자홀딩스,2020,"3,241,202,077,382","1,567,701,358,634","1,673,500,718,748","1,719,325,650,407","70,732,029,705",
495,녹십자홀딩스,2019,"2,773,868,507,077","1,267,272,303,306","1,506,596,203,771","1,493,588,620,936","66,744,836,163",
496,농심,2021,"2,899,907,793,800","699,140,508,273","2,200,767,285,527","2,662,982,988,213","106,139,720,895","99,637,362,533"
497,농심,2020,"2,725,528,184,628","676,564,196,659","2,048,963,987,969","2,639,795,633,339","160,297,491,725","149,048,288,404"
498,농심,2019,"2,653,049,874,906","712,306,478,095","1,940,743,396,811","2,343,942,951,727","78,816,048,821","71,068,947,413"
499,농심홀딩스,2021,"1,328,637,732,004","289,723,336,280","1,038,914,395,724","641,495,585,628","55,765,471,354","49,163,434,609"
500,농심홀딩스,2020,"1,248,142,699,873","274,628,632,109","973,514,067,764","583,574,733,594","74,003,515,343","68,454,176,133"
501,농심홀딩스,2019,"1,216,468,898,815","294,369,752,516","922,099,146,299","536,687,271,955","41,256,827,201","36,622,341,407"
502,다스코,2019,,,,,,
503,다올투자증권,2019,,,,,,
504,다우기술,2021,"46,322,445,969,793","41,705,976,712,451","4,616,469,257,342","6,086,980,401,897","1,257,233,834,443","914,188,890,009"
505,다우기술,2020,"38,622,232,829,692","35,377,055,589,844","3,245,177,239,848","4,732,935,103,980","1,015,386,726,108","679,446,474,293"
506,다우기술,2019,"24,741,606,799,542","22,077,381,030,365","2,664,225,769,177","2,901,833,125,630","507,538,852,790","395,865,387,334"
507,다이나믹디자인,2021,"116,040,977,324","74,246,404,103","41,794,573,221","52,955,233,770","-18,290,434,823","-25,761,857,891"
508,다이나믹디자인,2020,"150,297,442,914","86,795,203,692","63,502,239,222","76,783,853,237","-10,052,502,160","-38,759,172,089"
509,다이나믹디자인,2019,"160,988,787,633","139,493,305,183","21,495,482,450","99,404,032,584","-10,507,464,109","-5,543,389,950"
510,대교,2019,,,,,,
511,대구백화점,2021,"486,599,801,677","232,567,470,102","254,032,331,575","81,794,091,565","-18,071,441,256","-5,831,920,022"
512,대구백화점,2020,"508,655,892,815","246,310,150,203","262,345,742,612","91,109,594,906","-17,554,676,458","-17,803,714,379"
513,대구백화점,2019,"673,555,125,034","387,383,697,498","286,171,427,536","101,484,470,607","-14,239,578,798","-19,263,522,260"
514,대덕,2019,,,,,,
515,대동,2019,,,,,,
516,대동전자,2019,,,,,,
517,대림비앤코,2021,"326,583,009,080","169,194,158,167","157,388,850,913","260,359,422,259","2,416,118,382","915,191,140"
518,대림비앤코,2020,"326,324,587,789","168,485,012,379","157,839,575,410","232,365,627,314","1,726,068,653","-1,769,021,340"
519,대림비앤코,2019,"309,166,165,986","149,756,703,802","159,409,462,184","236,449,075,047","4,133,196,863","2,026,520,450"
520,대림통상,2021,"165,802,431,487","89,665,370,599","76,137,060,888","155,229,119,203","2,943,841,594","340,647,786"
521,대림통상,2020,"159,653,334,167","83,223,321,134","76,430,013,033","156,571,762,146","-6,851,226,179","-12,804,155,525"
522,대림통상,2019,"179,479,976,890","87,763,774,194","91,716,202,696","183,586,181,950","-2,472,635,679","-11,708,648,733"
523,대상,2021,"2,870,530,105,668","1,623,307,568,831","1,247,222,536,837","3,469,992,522,829","153,245,195,127","144,949,591,853"
524,대상,2020,"2,528,335,046,890","1,426,785,228,478","1,101,549,818,412","3,113,203,668,119","174,391,508,086","127,010,738,544"
525,대상,2019,"2,389,611,801,046","1,374,881,483,464","1,014,730,317,582","2,963,985,752,603","129,813,204,520","108,874,638,558"
526,대상홀딩스,2021,"3,626,092,434,065","2,134,955,896,798","1,491,136,537,267","4,205,969,181,748","163,034,063,085","142,732,811,771"
527,대상홀딩스,2020,"3,060,158,354,613","1,734,176,256,334","1,325,982,098,279","3,754,298,961,402","207,014,489,677","164,808,902,748"
528,대상홀딩스,2019,"2,888,845,150,934","1,686,999,742,086","1,201,845,408,848","3,552,513,452,934","155,474,040,686","138,230,328,742"
529,대성산업,2019,,,,,,
530,대성에너지,2021,"742,479,534,651","425,136,420,563","317,343,114,088","770,440,986,512","16,047,844,903","11,912,931,284"
531,대성에너지,2020,"702,116,962,104","387,705,959,104","314,411,003,000","743,190,573,303","26,277,003,937","14,131,080,850"
532,대성에너지,2019,"697,193,345,995","390,716,664,324","306,476,681,671","774,850,380,588","24,284,418,148","13,033,218,360"
533,대성홀딩스,2019,,,,,,
534,대신증권,2019,,,,,,
535,대양금속,2021,"157,542,366,949","57,964,910,118","99,577,456,831","203,423,901,636","15,188,009,078","15,243,418,346"
536,대양금속,2020,"116,257,053,201","40,491,315,586","75,765,737,615","140,495,483,894","1,063,435,357","-651,416,332"
537,대양금속,2019,"90,520,352,112","23,791,778,978","66,728,573,134","151,597,696,430","3,243,351,839","3,471,572,697"
538,대영포장,2021,"246,069,403,698","78,837,067,773","167,232,335,925","322,594,394,682","12,217,569,129","10,049,916,716"
539,대영포장,2020,"207,957,143,530","54,064,889,008","153,892,254,522","260,706,386,483","4,701,762,156","3,313,635,809"
540,대영포장,2019,"212,247,462,712","61,710,681,421","150,536,781,291","270,087,084,081","13,408,394,380","10,790,536,027"
541,대우건설,2021,"10,457,976,990,591","7,241,599,093,010","3,216,377,897,581","8,685,207,679,669","738,313,485,108","484,926,502,045"
542,대우건설,2020,"9,305,916,434,448","6,628,920,363,574","2,676,996,070,874","8,136,705,736,642","558,257,521,374","282,603,723,430"
543,대우건설,2019,"9,697,696,817,049","7,209,447,915,772","2,488,248,901,277","8,651,852,221,280","364,061,074,652","201,239,572,363"
544,대우부품,2021,"94,393,900,185","59,430,229,701","34,963,670,484","99,183,663,204","1,078,204,340","-40,457,514"
545,대우부품,2020,"91,992,449,685","57,068,752,549","34,923,697,136","75,948,847,242","-996,619,907","-3,625,942,080"
546,대우부품,2019,"77,481,781,151","40,546,449,044","36,935,332,107","53,430,108,688","-994,614,745","-2,477,989,814"
547,대웅,2019,,,,,,
548,대웅제약,2021,"1,415,179,681,074","712,772,241,623","702,407,439,451","1,152,975,698,170","88,902,176,601","30,257,002,685"
549,대웅제약,2020,"1,366,907,921,139","671,659,304,534","695,248,616,605","1,055,423,689,996","16,979,724,383","24,148,065,662"
550,대웅제약,2019,"1,245,668,149,263","609,748,054,792","635,920,094,471","1,113,425,920,883","44,687,096,858","28,865,605,844"
551,대원강업,2021,"983,029,517,334","406,038,473,793","576,991,043,541","862,222,796,887","-4,958,511,406","-2,857,371,907"
552,대원강업,2020,"1,017,866,946,915","445,770,949,780","572,095,997,135","861,230,959,669","5,212,549,273","-2,670,014,389"
553,대원강업,2019,"1,047,989,108,475","460,690,033,819","587,299,074,656","960,215,102,441","26,938,915,914","21,198,892,867"
554,대원전선,2021,"240,573,775,497","152,928,878,651","87,644,896,846","474,978,486,706","2,295,663,054","1,304,381,307"
555,대원전선,2020,"192,012,755,087","106,632,038,349","85,380,716,738","367,313,109,907","4,270,862,584","2,314,049,729"
556,대원전선,2019,"189,591,441,581","109,234,723,137","80,356,718,444","401,312,380,985","1,003,800,278","-817,858,226"
557,대원제약,2021,"429,579,922,427","211,176,224,708","218,403,697,719","354,176,435,161","19,425,905,258","6,610,675,911"
558,대원제약,2020,"335,214,009,972","122,442,338,621","212,771,671,351","308,501,015,863","24,098,893,335","17,198,485,545"
559,대원제약,2019,"327,532,232,677","123,315,892,514","204,216,340,163","317,827,566,516","35,107,129,523","26,879,412,658"
560,대원화성,2019,,,,,,
561,대유에이텍,2019,,,,,,
562,대유플러스,2019,,,,,,
563,대창,2021,"810,738,132,401","536,623,949,985","274,114,182,416","1,277,635,712,258","60,297,722,374","26,232,036,209"
564,대창,2020,"620,282,789,660","398,932,796,868","221,349,992,792","933,560,487,927","28,350,816,775","7,049,680,256"
565,대창,2019,"576,144,363,475","361,059,361,919","215,085,001,556","898,987,909,304","16,988,396,871","4,690,761,378"
566,대창단조,2021,"298,478,418,840","71,311,980,778","227,166,438,062","354,439,661,796","29,506,417,898","28,223,118,436"
567,대창단조,2020,"247,240,845,931","50,037,510,035","197,203,335,896","264,472,231,685","19,155,924,498","14,829,533,269"
568,대창단조,2019,"238,563,736,894","48,065,734,949","190,498,001,945","277,253,875,767","18,692,622,853","15,614,481,737"
569,대한방직,2021,"232,612,120,328","93,144,325,550","139,467,794,778","200,372,904,619","5,406,662,230","1,555,720,538"
570,대한방직,2020,"213,793,932,924","77,489,052,199","136,304,880,725","175,246,728,156","3,550,300,015","2,643,028,241"
571,대한방직,2019,"197,730,296,951","71,652,140,513","126,078,156,438","156,304,223,062","-12,979,458,087","-15,955,033,416"
572,대한유화,2021,"2,478,873,031,267","449,738,749,493","2,029,134,281,774","2,514,851,601,517","179,414,039,346","149,935,944,614"
573,대한유화,2020,"2,127,550,340,179","233,430,644,306","1,894,119,695,873","1,882,733,375,675","170,161,246,174","127,243,163,832"
574,대한유화,2019,"2,026,475,125,984","247,864,385,471","1,778,610,740,513","2,074,296,474,936","113,849,235,921","106,342,325,026"
575,대한전선,2021,"1,420,870,615,000","1,033,109,826,000","387,760,789,000","1,997,709,556,000","39,462,123,000","28,937,337,000"
576,대한전선,2020,"1,199,462,928,000","839,828,614,000","359,634,314,000","1,596,841,749,000","56,644,901,000","2,683,898,000"
577,대한전선,2019,"1,235,075,989,000","922,429,403,000","312,646,586,000","1,554,739,981,000","33,222,451,000","-12,627,729,000"
578,대한제강,2021,"1,232,437,581,471","512,229,905,753","720,207,675,718","2,030,305,293,579","201,800,787,108","163,681,147,068"
579,대한제강,2020,"944,860,967,703","396,483,254,650","548,377,713,053","1,096,134,815,196","81,806,922,399","53,080,079,020"
580,대한제강,2019,"635,231,706,471","173,149,684,103","462,082,022,368","1,021,712,425,889","42,026,286,377","29,622,525,674"
581,대한제당,2021,"1,182,290,229,000","671,091,219,000","511,199,010,000","1,261,349,333,000","42,051,836,000","20,190,982,000"
582,대한제당,2020,"1,146,241,857,000","667,672,501,000","478,569,356,000","1,214,452,231,000","46,300,876,000","22,674,699,000"
583,대한제당,2019,"1,143,146,276,000","678,824,911,000","464,321,365,000","1,204,394,671,000","29,481,279,000","14,430,621,000"
584,대한제분,2021,"1,321,597,380,773","440,979,863,565","880,617,517,208","1,111,341,734,130","24,960,181,509","87,295,095,400"
585,대한제분,2020,"1,084,880,807,803","304,081,446,059","780,799,361,744","970,248,268,165","22,966,625,919","20,812,924,021"
586,대한제분,2019,"1,005,108,274,460","245,259,980,306","759,848,294,154","933,866,093,002","23,483,614,049","16,993,288,734"
587,대한항공,2021,"26,671,903,184,202","19,806,214,028,703","6,865,689,155,499","9,016,824,640,301","1,417,968,632,826","578,782,033,232"
588,대한항공,2020,"25,190,061,074,278","21,878,336,959,960","3,311,724,114,318","7,610,530,916,271","107,324,035,915","-230,018,634,965"
589,대한항공,2019,"27,014,118,935,120","24,233,326,242,485","2,780,792,692,635","12,398,936,444,171","176,716,751,545","-622,761,502,186"
590,대한해운,2019,,,,,,
591,대한화섬,2021,"907,819,641,961","165,770,865,646","742,048,776,315","117,346,874,657","3,156,867,052","24,376,322,248"
592,대한화섬,2020,"722,306,185,177","115,099,123,263","607,207,061,914","86,893,259,068","2,998,627,909","16,203,021,238"
593,대한화섬,2019,"609,361,575,519","75,955,910,236","533,405,665,283","114,236,033,693","4,878,136,333","22,519,885,179"
594,대현,2019,,,,,,
595,대호에이엘,2021,"145,025,262,064","76,000,081,956","69,025,180,108","143,401,758,272","1,819,870,720","-3,042,735,063"
596,대호에이엘,2020,"101,175,472,248","73,758,018,949","27,417,453,299","121,426,441,516","2,592,046,131","652,578,795"
597,대호에이엘,2019,"80,920,215,763","54,555,866,170","26,364,349,593","117,536,747,158","-949,745,088","-3,506,994,395"
598,더블유게임즈,2021,"1,381,904,218,263","197,077,447,691","1,184,826,770,572",,"190,364,411,040","156,282,035,070"
599,더블유게임즈,2020,"1,023,166,745,928","95,278,855,777","927,887,890,151",,"194,184,071,689","124,794,299,949"
600,더블유게임즈,2019,"1,074,710,470,364","427,556,203,565","647,154,266,799",,"154,608,044,453","110,292,804,888"
601,더존비즈온,2021,"900,314,202,568","398,587,975,843","501,726,226,725","318,746,985,620","71,173,064,598","54,413,669,533"
602,더존비즈온,2020,"804,070,786,659","406,089,762,003","397,981,024,656","306,455,632,979","76,728,669,433","57,901,330,603"
603,더존비즈온,2019,"727,012,780,633","364,007,766,867","363,005,013,766","262,663,608,429","66,796,148,493","51,025,561,350"
604,덕성,2019,,,,,,
605,덕양산업,2021,"523,564,265,414","459,786,677,968","63,777,587,446","1,348,236,914,736","6,261,100,580","1,602,088,914"
606,덕양산업,2020,"513,044,313,543","457,267,350,709","55,776,962,834","1,292,024,988,196","-501,510,946","-8,997,096,301"
607,덕양산업,2019,"509,568,545,937","447,014,088,749","62,554,457,188","1,359,423,500,652","-5,307,684,562","-16,421,347,283"
608,덴티움,2021,"570,202,433,075","279,104,016,908","291,098,416,167","291,529,687,471","69,882,395,499","55,499,402,817"
609,덴티움,2020,"510,235,858,597","281,634,964,103","228,600,894,494","229,749,431,321","39,595,641,081","22,219,520,047"
610,덴티움,2019,"547,106,597,705","340,573,233,068","206,533,364,637","252,587,272,923","44,656,130,035","13,711,060,107"
611,도화엔지니어링,2021,"500,216,803,197","233,288,041,085","266,928,762,112","577,392,660,234","19,985,474,247","15,012,948,875"
612,도화엔지니어링,2020,"451,680,724,368","194,845,012,561","256,835,711,807","574,922,988,733","24,010,625,909","17,838,645,777"
613,도화엔지니어링,2019,"408,972,323,161","156,395,392,101","252,576,931,060","516,127,676,383","27,069,213,016","17,382,973,594"
614,동국홀딩스,2021,"6,334,110,919,060","3,551,698,513,509","2,782,412,405,551","7,240,296,531,105","803,015,420,425","558,595,878,971"
615,동국홀딩스,2020,"5,418,538,741,502","3,282,307,853,010","2,136,230,888,492","5,206,191,561,313","294,697,649,009","69,455,194,791"
616,동국홀딩스,2019,"5,439,008,436,653","3,493,909,750,521","1,945,098,686,132","5,658,431,459,389","164,555,175,276","-81,691,128,740"
617,동남합성,2021,"90,602,982,225","44,342,731,815","46,260,250,410","160,295,973,308","14,906,406,553","11,725,984,586"
618,동남합성,2020,"81,304,054,042","32,284,854,953","49,019,199,089","124,928,328,061","13,494,364,950","9,947,503,447"
619,동남합성,2019,"95,135,740,836","20,613,954,021","74,521,786,815","126,057,340,118","9,828,616,185","17,838,941,012"
620,동방,2019,,,,,,
621,동방아그로,2021,"204,466,925,957","57,352,105,712","147,114,820,245","134,065,934,141","8,197,671,412","7,006,595,602"
622,동방아그로,2020,"196,027,049,258","54,235,749,695","141,791,299,563","129,521,685,086","9,342,248,535","6,731,223,924"
623,동방아그로,2019,"194,004,603,758","56,855,940,526","137,148,663,232","124,644,780,306","7,799,136,991","6,466,934,672"
624,동부건설,2019,,,,,,
625,동서,2019,,,,,,
626,동성제약,2021,"104,581,874,040","58,141,479,455","46,440,394,585","84,407,657,781","-5,299,049,228","-4,312,832,259"
627,동성제약,2020,"125,718,174,655","70,770,129,193","54,948,045,462","87,799,927,095","-3,670,772,331","-14,079,137,957"
628,동성제약,2019,"131,730,492,742","61,632,135,964","70,098,356,778","86,536,755,320","-7,531,757,675","-8,385,204,512"
629,동성케미컬,2021,"818,795,752,582","361,792,854,334","457,002,898,248","925,978,520,043","45,320,054,620","42,391,509,833"
630,동성케미컬,2020,"797,944,146,723","370,735,251,882","427,208,894,841","864,009,868,101","65,016,127,328","37,181,637,432"
631,동성케미컬,2019,"850,518,403,080","432,089,341,542","418,429,061,538","825,125,816,265","51,956,266,007","25,020,518,478"
632,동아쏘시오홀딩스,2021,"1,691,388,335,986","706,347,761,608","985,040,574,378","881,944,084,032","61,564,188,030","60,511,695,848"
633,동아쏘시오홀딩스,2020,"1,511,106,332,704","622,382,702,032","888,723,630,672","783,315,662,469","50,609,922,157","162,361,991,624"
634,동아쏘시오홀딩스,2019,"1,358,576,945,107","611,673,079,204","746,903,865,903","769,685,605,087","52,823,155,830","19,975,207,429"
635,동아에스티,2021,"1,115,985,527,253","459,606,408,933","656,379,118,320","593,227,915,741","15,618,958,260","12,816,148,950"
636,동아에스티,2020,"980,667,423,900","338,570,602,300","642,096,821,600","586,728,126,970","33,994,186,444","27,102,951,017"
637,동아에스티,2019,"1,008,775,745,560","362,918,121,385","645,857,624,175","612,310,601,834","56,561,533,159","70,912,712,898"
638,동아지질,2021,"350,828,019,009","146,434,993,991","204,393,025,018","289,482,376,726","4,025,454,250","4,688,851,043"
639,동아지질,2020,"334,840,487,040","143,304,736,697","191,535,750,343","314,647,746,513","3,237,264,977","2,042,222,277"
640,동아지질,2019,"322,274,033,777","128,394,044,864","193,879,988,913","380,903,410,441","22,916,296,874","19,042,767,946"
641,동아타이어,2021,"420,630,889,248","50,132,557,106","370,498,332,142","179,555,473,143","14,389,332,135","16,537,550,899"
642,동아타이어,2020,"395,823,339,051","28,953,953,770","366,869,385,281","143,165,580,908","16,952,903,170","13,335,120,774"
643,동아타이어,2019,"385,817,625,755","28,925,145,005","356,892,480,750","155,994,363,874","18,033,544,377","24,709,191,609"
644,동양,2021,"1,007,233,609,953","223,240,278,186","783,993,331,767","699,569,458,171","7,617,953,056","11,246,410,605"
645,동양,2020,"996,760,196,202","217,173,925,495","779,586,270,707","602,939,929,951","-7,551,089,878","-28,909,958,543"
646,동양,2019,"1,017,398,588,370","198,252,711,538","819,145,876,832","539,085,144,007","-20,118,140,716","-2,263,037,601"
647,동양고속,2021,"168,829,554,468","84,315,063,665","84,514,490,803","81,175,925,442","-22,023,394,046","-23,943,626,892"
648,동양고속,2020,"167,885,900,251","60,838,463,226","107,047,437,025","83,541,287,254","-22,122,997,232","-16,411,366,984"
649,동양고속,2019,"186,827,240,388","54,625,753,371","132,201,487,017","140,473,417,090","9,971,145,760","32,744,317,864"
650,동양생명,2019,,,,,,
651,동양철관,2021,"185,998,127,837","101,850,823,126","84,147,304,711","182,021,205,252","-3,231,448,525","-3,773,151,787"
